global_rank	consumption_country	finalsale_country	finalsale_industry	ANIMALIA	PLANTAE	aggregated_finalsale_threat_intensity	finalsale_threat_intensity_proportion	attributed_threat_intensity
576	Japan	Japan	Other civil engineering and construction	513	12	82.9706805571914	0.998408971108989	82.8386718073181
577	Mozambique	Mozambique	Fishing	496	13	122.634879291058	0.672707594728564	82.4974146777151
578	Honduras	Honduras	Food & Beverages	313	19	109.335271015763	0.753469450980162	82.3807866250144
579	Cape Verde	Cape Verde	Education, Health and Other Services	104	6	82.0856864079833	1	82.0856864079833
580	Djibouti	Djibouti	Electricity, Gas and Water	314	0	81.7996536791325	1	81.7996536791325
581	Japan	Japan	Marine culture	592	9	94.4897098466754	0.857766355008461	81.0500940009899
582	Burundi	Burundi	Construction	182	21	81.3688806816936	0.99455192878195	80.9255772248067
583	Madagascar	Madagascar	Fishing	702	61	142.836975887418	0.565415805883444	80.7622838313384
584	Israel	Israel	Recreational, cultural and sporting activities	386	14	86.8537910431623	0.929513124924364	80.7317387240576
585	Malaysia	Malaysia	Crude petrol, natural gas &coal	217	0	80.6216726005077	1	80.6216726005077
586	Morocco	Morocco	Food & Beverages	320	61	128.869623035192	0.625521482170177	80.6107176076856
587	Sri Lanka	Sri Lanka	Public Administration	446	14	80.5997864380479	1	80.5997864380479
588	Denmark	Denmark	Construction of new buildings	218	26	80.560484573245	1	80.560484573245
589	Canada	Canada	Other community, social & personal services	144	53	80.6734511330724	0.997131671469355	80.4420531715217
590	Myanmar	Myanmar	Transport	185	17	82.8899186402559	0.966893690037152	80.1457393009564
591	Japan	Japan	Sport facility service, public gardens and amusement parks	606	12	80.8670821934938	0.989396662528435	80.0096212306554
592	China	China	Other transport machinery	436	108	92.9495196044445	0.859775858543709	79.9157530191366
593	Italy	Italy	Food products and beverages	218	42	87.843950137496	0.905358509658133	79.5302677789667
594	Japan	Thailand	Canning Preserving of Fish	984	103	405.583844423294	0.195790002171456	79.4092617803441
595	Cyprus	Cyprus	Construction	134	35	79.2842681258917	1	79.2842681258917
596	Hong Kong	Australia	Aquaculture	1127	148	249.418034024537	0.317287574199071	79.1372429771466
597	South Korea	South Korea	Transportation and warehousing	219	5	82.4971664622426	0.95908968292714	79.1221812246598
598	Senegal	Senegal	Food & Beverages	233	30	110.66463085264	0.714059181378072	79.0210957141424
599	Fiji	Fiji	Public Administration	460	5	78.8188362568617	1	78.8188362568617
600	Burkina Faso	Burkina Faso	Education, Health and Other Services	108	12	78.788153976202	1	78.788153976202
601	Samoa	Samoa	Food & Beverages	352	3	84.8184682279825	0.927078702514008	78.6333954740237
602	Turkey	Turkey	Land transport, transport via pipeline services	157	12	78.7221176400781	0.998442349277567	78.5994960766645
603	Malawi	Malawi	Food & Beverages	166	17	87.8300919681787	0.891840176495452	78.3304047225123
604	China	China	Crop cultivation	165	36	78.562587916851	0.997002712042554	78.3271132181821
605	Spain	Spain	Other food products	470	222	99.8583131507039	0.783690379963329	78.2579993755722
606	Gaza Strip	Gaza Strip	Education, Health and Other Services	129	20	78.1845231354237	1	78.1845231354237
607	Somalia	Somalia	Hotels and Restraurants	468	9	78.4400826096535	0.995783429647051	78.1093344828387
608	India	India	Milk and milk products	471	27	78.093171171844	1	78.093171171844
609	Ecuador	Ecuador	Services rendered to companies	531	34	130.754813745618	0.595393801490477	77.8506056191826
610	Namibia	Namibia	Food & Beverages	245	24	159.174781166017	0.488426212198022	77.7451354423667
611	Turkmenistan	Turkmenistan	Food & Beverages	159	10	79.2396690025926	0.980897009103991	77.7259543270333
612	Djibouti	Djibouti	Public Administration	418	1	78.3443023264408	0.991222302351758	77.6566197281568
613	Chad	Chad	Food & Beverages	166	15	77.4871301501989	1	77.4871301501989
614	Brunei	Brunei	Food & Beverages	216	22	77.3888186514378	1	77.3888186514378
615	India	India	Edible oils other than vanaspati	447	7	77.3025530278683	1	77.3025530278683
616	Samoa	Samoa	Electricity, Gas and Water	276	0	77.252518683672	1	77.252518683672
617	Botswana	Botswana	Education, Health and Other Services	137	7	77.2397071495652	1	77.2397071495652
618	Greece	Greece	Hotel and restaurant services	334	76	76.7603041678667	1	76.7603041678667
619	Tunisia	Tunisia	Food & Beverages	218	40	83.2504925578833	0.918286305628218	76.4477872527081
620	UAE	UAE	Hotels and Restraurants	311	2	91.1303801611066	0.838823857016332	76.4423369781041
621	Viet Nam	Viet Nam	Tourism	550	31	84.158519282937	0.907599168849071	76.3822021527622
622	Ecuador	Ecuador	Crude oil, natural gas and related service activities	319	5	76.3821134120226	1	76.3821134120226
623	New Caledonia	New Caledonia	Public Administration	425	4	76.3336653262377	1	76.3336653262377
624	Venezuela	Venezuela	Cereales y otros n.c.p.	370	24	76.9936902672052	0.990026121762989	76.225764575462
625	New Caledonia	New Caledonia	Hotels and Restraurants	561	89	82.2499113380909	0.926171505823748	76.1775242378694
626	Cambodia	Cambodia	Transport	465	12	91.264548048377	0.832487684353012	75.9766122683176
627	Ecuador	Ecuador	Hotel and restaurant services	345	113	80.2352817803621	0.944205886679515	75.7586253764076
628	Bermuda	Bermuda	Food & Beverages	118	11	76.7075755596161	0.987090591668649	75.7173261446091
629	Portugal	Portugal	Products of agriculture, hunting and related services	177	66	80.7919073104858	0.935163752700668	75.5536632283185
630	Italy	Italy	Hotel and restaurant services	352	147	76.1328803747892	0.992107682114546	75.5320154813362
631	Montenegro	Montenegro	Hotels and Restraurants	202	39	75.4919077083468	0.995700194509829	75.167307189119
632	Australia	Papua New Guinea	Construction	755	98	608.072513133287	0.12350940047112	75.1026715400596
633	Philippines	Philippines	Milled grain and flour	183	34	75.0238577723503	1	75.0238577723503
634	Venezuela	Venezuela	Restaurantes, bares y cantinas	344	23	77.3960975855589	0.969231317507916	75.0147216328225
635	Somalia	Somalia	Public Administration	473	10	74.4337973669171	1	74.4337973669171
636	Qatar	Qatar	Food & Beverages	199	0	74.2576291561127	1	74.2576291561127
637	Gambia	Gambia	Construction	140	17	74.3441721349955	0.997230792443968	74.1382976917723
638	Japan	Japan	Hotel and other lodging places	524	1	75.5635816976428	0.98101265633915	74.128830003705
639	Rwanda	Rwanda	Construction	132	22	74.1562430933118	0.998797356680945	74.0670595829894
640	China	China	Eating and drinking places	398	51	74.6328492760658	0.991773581497611	74.0188882238952
641	China	China	Prepared fish and seafood	413	51	90.5029171705246	0.817707033693987	74.0048719401623
642	Spain	Spain	Products of agriculture	346	97	107.017930030823	0.690381746608129	73.883225453066
643	China	China	Forestry	348	22	73.9375075101852	0.998215608209126	73.8055740287464
644	Jamaica	Jamaica	Food & Beverages	188	44	116.583195827901	0.630680894953854	73.5267942813212
645	Vanuatu	Vanuatu	Food & Beverages	450	10	97.329232275486	0.755391809693876	73.521704904695
646	USA	USA	Nonresidential commercial and health care structures	405	73	73.4748828113079	1	73.4748828113079
647	Luxembourg	Luxembourg	Fishing	97	26	76.397511869669	0.961366270100574	73.4459910311079
648	USA	USA	Retail trade 	292	283	73.3900049701333	0.999782076124938	73.3740115358594
649	Mauritius	Mauritius	Recreational, cultural and sporting services 	360	3	79.0366778597236	0.925874030885431	73.1780075177755
650	Papua New Guinea	Papua New Guinea	Electricity, Gas and Water	559	1	73.041516520083	1	73.041516520083
651	Brazil	Brazil	Public administration and social security	388	63	72.909695520997	1	72.909695520997
652	Singapore	Malaysia	Fish etc.	1212	144	1363.86320787668	0.0532944174207875	72.6862951054342
653	Armenia	Armenia	Education, Health and Other Services	108	29	72.6676461547613	1	72.6676461547613
654	France	France	Products of forestry, logging and related services	130	13	74.3581694364548	0.973216754112671	72.3666163007065
655	Iran	Iran	Dwelling constructions	261	18	72.2236351892352	1	72.2236351892352
656	South Korea	South Korea	Processed seafood products	203	24	91.5055193379521	0.786345309976992	71.9549359684076
657	Kuwait	Kuwait	Financial institutions 	287	2	72.3383855894208	0.99408768106594	71.9106979826411
658	New Caledonia	New Caledonia	Electricity, Gas and Water	386	2	71.866930693388	1	71.866930693388
659	Thailand	Thailand	Amusement and Recreation	676	31	100.361687466502	0.714832033049932	71.7417490920016
660	Kazakhstan	Kazakhstan	Meat Products	223	18	71.4894766807556	1	71.4894766807556
661	Israel	Israel	Construction for water supply and for electricity distribution 	402	15	82.55682194978	0.864238622807205	71.3487941052175
662	Yemen	Yemen	Transport	424	11	81.5128812640905	0.870656273469351	70.9697014411428
663	Viet Nam	Viet Nam	Culture and sport	550	31	76.2492872998118	0.929755298708594	70.893178889754
664	Ukraine	Ukraine	Dairy Products	295	46	77.2879237383604	0.916416509297263	70.8279292831413
665	North Korea	North Korea	Construction	113	23	70.9772926419973	0.997265592330201	70.7832117886155
666	Lesotho	Lesotho	Food & Beverages	93	6	70.6392180472612	1	70.6392180472612
667	Venezuela	Venezuela	Frutas, nueces y plantas para bebidas y especies	324	36	70.9119398444891	0.996081549139361	70.6340748927759
668	Mali	Mali	Construction	116	23	70.6866708323359	0.998974881918785	70.6142086479648
669	French Polynesia	French Polynesia	Electricity, Gas and Water	194	0	70.5680049657822	1	70.5680049657822
670	Mauritius	Mauritius	Air transport services 	368	5	80.2661683186889	0.877154136564484	70.4058015669191
671	Iran	Iran	Renting services involving own residential property	266	1	70.3452199846506	1	70.3452199846506
672	Aruba	Aruba	Education, Health and Other Services	59	11	70.1859513521194	1	70.1859513521194
673	Mauritius	Mauritius	Meat, fish, fruit, vegetables, oils and fats 	429	72	83.052172973752	0.831506224515465	69.0583987872099
674	Swaziland	Swaziland	Food & Beverages	146	12	98.2545097023249	0.702460801943274	69.0199416800383
675	Antigua	Antigua	Food & Beverages	162	9	69.5089768767357	0.992252853170571	68.9704806269082
676	France	France	Products of agriculture, hunting and related services	218	34	81.8224909603596	0.840085670515187	68.7379021816565
677	Mauritius	Mauritius	Professional, scientific and technical services 	365	2	77.7360566034913	0.883881633776144	68.7094727140087
678	Georgia	Georgia	Live animals and animal products	94	12	68.5496839508414	1	68.5496839508414
679	USA	USA	Other personal services	400	96	68.7718612253666	0.996081675118847	68.5023907304041
680	Slovakia	Slovakia	Products of agriculture, hunting and related services	82	14	71.8617236018181	0.952551953731651	68.4520252154357
681	Thailand	Thailand	Other Forestry Products	270	19	69.4792752712965	0.985188529942463	68.4501850659963
682	Myanmar	Myanmar	Fishing	491	12	93.0387881398201	0.735059183246741	68.3890156203227
683	Georgia	Georgia	Products of forestry, logging and related services	69	4	68.7428331375122	0.99280192697725	68.2480172047977
684	Estonia	Estonia	Food products and beverages	116	24	101.959917545319	0.668343871054132	68.1442859845983
685	Canada	Canada	Real estate activities	285	35	68.1160925999284	1	68.1160925999284
686	Japan	Japan	Petroleum refinery products (inc. greases)	198	3	68.5359360277653	0.987501693580161	67.6793528985198
687	Sri Lanka	Sri Lanka	Food & Beverages	462	12	77.3765346854925	0.873364039028491	67.5778828589499
688	South Korea	South Korea	Forestry products	61	5	67.5700411051512	1	67.5700411051512
689	Tajikistan	Tajikistan	Education, Health and Other Services	102	12	69.5675762072206	0.970809087023519	67.5368351441709
690	Iraq	Iraq	Food & Beverages	275	9	67.516151599586	1	67.516151599586
691	Viet Nam	Viet Nam	Processed seafood and by products 	835	101	213.420454747975	0.315956818704398	67.4316479286161
692	Moldova	Moldova	Education, Health and Other Services	95	16	66.997605457902	1	66.997605457902
693	Romania	Romania	Food products and beverages	172	20	67.0639414340258	0.998314290242815	66.9508910935951
694	Mauritius	Mauritius	Wholesale trade services 	364	2	66.8391383588314	0.998933025265294	66.767822686913
695	Mauritania	Mauritania	Construction	109	7	66.7116115689278	0.992048839062653	66.1811768089535
696	Ukraine	Ukraine	Forestry	100	8	71.9256845712662	0.916857066627995	65.9455721712216
697	Canada	Canada	Other Business Activities	263	30	65.4624351337552	1	65.4624351337552
698	South Korea	South Korea	Building construction and repair	130	22	68.7502411454916	0.950800566053455	65.367768197445
699	El Salvador	El Salvador	Food & Beverages	120	19	74.9701196551323	0.871854945107425	65.3630695566224
700	Vanuatu	Vanuatu	Public Administration	407	2	65.8867620006204	0.989605153386196	65.2018792157437
701	Mauritius	Mauritius	Telecommunications services, information retrieval and supply services 	364	2	65.1435245871544	0.997147388902842	64.9576954460091
702	Bahrain	Bahrain	Food & Beverages	194	0	72.7468540221453	0.891529738219197	64.8559837226333
703	Yemen	Yemen	Food & Beverages	112	6	66.7038043290377	0.972037373116628	64.8385907368833
704	DR Congo	DR Congo	Hotels and Restraurants	235	38	64.8961855620146	0.997678931557856	64.7455570736911
705	Sao Tome and Principe	Sao Tome and Principe	Education, Health and Other Services	79	12	64.4396557211876	1	64.4396557211876
706	Australia	Australia	Personal services	616	4	64.1509682014585	1	64.1509682014585
707	Turkmenistan	Turkmenistan	Education, Health and Other Services	99	3	63.8109164834023	1	63.8109164834023
708	India	India	Jowar	424	3	63.7595678493381	0.999183182264952	63.7074879035397
709	Argentina	Argentina	Prepared or preserved fish	262	47	233.610690683126	0.270873104491162	63.2788530276631
710	Australia	Thailand	Other Constructions	932	140	1485.4261443913	0.0425773756333327	63.2455469253213
711	Australia	Fiji	Education, Health and Other Services	554	28	950.035278782248	0.0662448784689713	62.9349715841654
712	Poland	Poland	Products of agriculture, hunting and related services	77	17	64.5979052782059	0.971856481088725	62.7798929093799
713	Malawi	Malawi	Construction	131	25	63.4387997835875	0.986957276283473	62.611385045102
714	USA	Cambodia	Textiles and Wearing Apparel	491	24	83.135821685195	0.75286572158334	62.5901103824482
715	South Africa	South Africa	Trade services	361	9	62.6726379096508	0.994782525581391	62.3456450246104
716	Cambodia	Cambodia	Hotels and Restraurants	499	7	64.384067133069	0.966466052775414	62.2250152237245
717	Uzbekistan	Uzbekistan	Forestry	73	2	63.6287804841995	0.977730826771779	62.2118201492964
718	Greenland	Greenland	Public administration	120	10	62.2086288556457	1	62.2086288556457
719	Uganda	Uganda	Transport	143	9	64.4517190605402	0.965171441619203	62.2069586004974
720	China	Singapore	Other business & technical services	1044	62	615.400253817439	0.100650592651464	61.9404002645865
721	Guyana	Guyana	Public Administration	182	6	61.7987044304609	1	61.7987044304609
722	Australia	Samoa	Education, Health and Other Services	369	8	603.49155266583	0.102395591205424	61.7948743226969
723	Iran	Iran	All kinds of bread	107	5	61.7555620372295	1	61.7555620372295
724	Nigeria	Nigeria	Fishing	139	53	61.8409793078899	0.997731478511057	61.7006917174327
725	USA	USA	Greenhouse, nursery, and floriculture production	349	25	63.1291821375489	0.974546402281285	61.5223173311083
726	Bolivia	Bolivia	COMMUNITY, SOCIAL AND PERSONAL SERVICES	105	43	61.4160692319274	1	61.4160692319274
727	Mozambique	Mozambique	Hotels and Restraurants	509	13	61.7511604875326	0.991897167398023	61.2508011711243
728	British Virgin Islands	British Virgin Islands	Food & Beverages	158	15	61.9584833681583	0.986617500216207	61.1293239778798
729	Mexico	Mexico	Forest planning	123	8	61.4304845631123	0.991041266159023	60.8801452021891
730	Japan	Japan	Hen eggs	510	1	60.8446110412478	1	60.8446110412478
731	Maldives	Maldives	Electricity, Gas and Water	249	1	60.7643789798021	1	60.7643789798021
732	Malaysia	Malaysia	Transport	268	28	112.365948408842	0.539987490789918	60.67620653152
733	Nigeria	Nigeria	Transport	101	18	66.4315514713526	0.912344362839564	60.6084514995749
734	Mexico	Mexico	Trade	385	45	60.4877473115921	1	60.4877473115921
735	Liberia	Liberia	Food & Beverages	101	35	60.2539032995701	1	60.2539032995701
736	Eritrea	Eritrea	Hotels and Restraurants	449	4	61.0688245519996	0.985048616759211	60.1557611520581
737	Lesotho	Lesotho	Education, Health and Other Services	97	6	60.1150888875127	1	60.1150888875127
738	Latvia	Latvia	Products of agriculture, hunting and related services	71	6	60.4683271944523	0.987975740386125	59.7412403298494
739	Yemen	Yemen	Public Administration	423	1	59.4802056252956	1	59.4802056252956
740	Japan	Japan	Eating and drinking places for pleasures	523	1	59.4891837090254	0.997527176619808	59.3420774646812
741	Djibouti	Djibouti	Fishing	403	1	66.7338962256908	0.889210220056297	59.3404625480606
742	Angola	Angola	Hotels and Restraurants	203	30	61.3118366152048	0.964450054015693	59.1322041353356
743	Hong Kong	Papua New Guinea	Fishing	709	20	130.349790766835	0.452661211344275	59.0042941869884
744	Cote dIvoire	Cote dIvoire	Food & Beverages	144	64	106.034100838006	0.555774784735601	58.9310795678755
745	Israel	Israel	Construction for agriculture and manufacturing	378	6	58.8325434625149	1	58.8325434625149
746	Bhutan	Bhutan	Food & Beverages	127	12	66.2290626168251	0.886812688373706	58.7327730676972
747	USA	USA	Petroleum refineries 	149	57	59.915746383369	0.978720917013011	58.6407942438499
748	Chad	Chad	Construction	117	12	58.9073970243335	0.99287852197685	58.4878892910237
749	UAE	UAE	Fishing	210	0	66.0696078836918	0.883641113573107	58.3818218836839
750	Albania	Albania	Transport	151	9	59.7691266015172	0.975142104915131	58.2833919231424
751	South Korea	South Korea	Petroleum refinery products	213	0	58.1058949530125	0.99818185207822	58.0002498408605
752	Brunei	Brunei	Construction	129	44	60.7175161987543	0.954635923068542	57.963122122827
753	China	Thailand	Other Constructions	932	140	1485.4261443913	0.0388433923717043	57.6989905657791
754	Mongolia	Mongolia	Education, Health and Other Services	96	5	58.8595155477524	0.974914284825901	57.382982505436
755	Indonesia	Kuwait	Business services except machinery & equipment rental & leasing	361	2	149.956540361047	0.382083081568146	57.2958570424468
756	Japan	Viet Nam	Processed seafood and by products 	835	101	213.420454747975	0.26800312486954	57.1973487835356
757	Czech Republic	Czech Republic	Food products and beverages	182	73	64.1676618307829	0.889588542921118	57.0828167907012
758	Venezuela	Venezuela	Pescado y productos procesados de pescado	243	27	63.4521018862724	0.898456405307223	57.008947369928
759	Thailand	Thailand	Other Non-ferrous Metal Ore	551	0	56.9842632636428	1	56.9842632636428
760	Saudi Arabia	Yemen	Fishing	455	4	152.247658282518	0.374197120171222	56.9706352821307
761	Pakistan	Pakistan	Fishing	237	19	64.9176366329193	0.876210393760572	56.881507956136
762	Eritrea	Eritrea	Fishing	431	4	61.921626880765	0.918357630516734	56.8661985399606
763	Spain	Spain	Meat and meat products	345	97	60.3841631039977	0.941738725354756	56.8661047931725
764	Liechtenstein	Liechtenstein	Food & Beverages	98	26	56.9662573263049	0.997872919926316	56.8450855354738
765	Kuwait	Kuwait	Petroleum refineries	173	0	72.2105438932776	0.77847754261592	56.2142867609978
766	Libya	Libya	Construction	98	18	56.6025186106563	0.98855996155752	55.9549836218091
767	Andorra	Andorra	Food & Beverages	70	9	57.8543586656451	0.966358235461935	55.9080359539147
768	Singapore	Singapore	Non-profit bodies	563	1	58.7099976167083	0.952184541028678	55.9027521344601
769	Brazil	Brazil	Beef and other live animals	254	88	55.8630107268691	1	55.8630107268691
770	Fiji	Fiji	Transport	487	4	83.8955598920584	0.663496049775726	55.6643725821035
771	Iran	Iran	Meat and meat products	217	7	55.3396286442876	1	55.3396286442876
772	Sri Lanka	Sri Lanka	Fishing	444	11	162.203779488802	0.340615706184858	55.2491548964313
773	Spain	Spain	Real estate services	215	91	55.2437380328774	1	55.2437380328775
774	French Polynesia	French Polynesia	Food & Beverages	285	3	56.2734544575214	0.97466048342323	54.847512325463
775	Bangladesh	Bangladesh	Transport	117	6	59.4843485206366	0.916181202303277	54.4984419458639
776	Cape Verde	Cape Verde	Construction	92	5	54.7493659928441	0.993603047203516	54.3991368829505
777	Austria	Austria	Agriculture, hunting and related service activities	119	16	54.3293388783932	1	54.3293388783932
778	Cameroon	Cameroon	Public Administration	274	115	54.2737198099494	1	54.2737198099494
779	Burkina Faso	Burkina Faso	Construction	87	15	54.1110110729933	1	54.1110110729933
780	Somalia	Somalia	Transport	387	5	55.4206271469593	0.976118592669444	54.0971045755479
781	Luxembourg	Luxembourg	Construction	66	16	55.0743777900934	0.981973149502391	54.0815602154226
782	Argentina	Argentina	Meat and meat products	259	28	57.3525694683194	0.939752703935968	53.8972322355286
783	Spain	Spain	Selvicultura y explotaciï¿½ forestal 	139	19	56.3389062583447	0.954977681363505	53.8023980691498
784	South Sudan	South Sudan	Construction	103	13	53.7353118807077	1	53.7353118807077
785	Kyrgyzstan	Kyrgyzstan	Other Agri. Services	137	23	57.2837515622377	0.936305231821195	53.6350762860688
786	TFYR Macedonia	TFYR Macedonia	Fish and other fishing products, services incidental of fishing	166	30	65.0985377430916	0.82382179003946	53.6295938924651
787	Italy	Italy	Products of agriculture, hunting and related services	210	42	66.4249163120985	0.807295433102309	53.6245315829602
788	Swaziland	Swaziland	Construction	97	13	53.9861727058887	0.99322879874044	53.6206214652638
789	Mongolia	Mongolia	Construction	86	7	54.996394187212	0.973685502094465	53.5491916875606
790	Egypt	Egypt	Public Administration	412	3	53.4749420359731	1	53.4749420359731
791	Papua New Guinea	Papua New Guinea	Transport	654	11	98.8827797695994	0.537690839796735	53.1683648957516
792	Cambodia	Cambodia	Fishing	479	6	139.006503641605	0.382304978409911	53.1428783735411
793	Gaza Strip	Gaza Strip	Construction	96	16	52.5388673916459	1	52.5388673916459
794	Slovenia	Slovenia	Products of agriculture, hunting and related services	116	13	55.2181514799595	0.950249402540746	52.4710154532359
795	Colombia	Colombia	Hotel and restaurant	269	10	52.8991221338511	0.991145973952096	52.4307519285667
796	Poland	Poland	Fish and other fishing products, services incidental of fishing	160	57	59.3775573670864	0.881659246477252	52.3507724859252
797	Indonesia	Indonesia	Livestock and poultry	169	18	52.5100694596767	0.994412333148588	52.2166606851916
798	Liechtenstein	Liechtenstein	Education, Health and Other Services	81	10	52.0354074835777	1	52.0354074835777
799	Niger	Niger	Construction	95	10	51.9882397055626	1	51.9882397055626
800	Monaco	Monaco	Education, Health and Other Services	112	4	51.8748476058245	1	51.8748476058245
801	Paraguay	Paraguay	fishery products	51	16	51.7546911239624	1	51.7546911239624
802	China	Malaysia	Oils and fats	1044	84	214.162327960134	0.24058889805369	51.5250784885415
803	Seychelles	Seychelles	Electricity, Gas and Water	329	2	51.5201592743397	1	51.5201592743397
804	Yemen	Yemen	Electricity, Gas and Water	339	1	51.4958643764257	1	51.4958643764257
805	Oman	Oman	Public Administration	264	1	51.4878590032458	1	51.4878590032458
806	Germany	Germany	Agriculture and hunting	110	21	58.4788095057011	0.879556859438389	51.4354380325302
807	Djibouti	Djibouti	Transport	375	0	56.8261369466782	0.905002044187725	51.4277701000353
808	Niger	Niger	Hotels and Restraurants	150	17	54.4605355858803	0.943926661316081	51.4067515290656
809	Luxembourg	Luxembourg	Education, Health and Other Services	55	15	51.3823273479939	1	51.3823273479938
810	Bolivia	Bolivia	CIVIL SERVICES	218	41	51.1684559807181	1	51.1684559807181
811	Taiwan	Taiwan	Salt	467	1	51.3503556698561	0.995732952837054	51.1312412803788
812	Russia	Russia	Land transport, transport via pipelines	182	7	51.2839396223426	0.992134151670836	50.8805479315512
813	Israel	Israel	Electricity	310	0	50.6799331903458	1	50.6799331903458
814	Austria	Austria	Products of forestry, logging and related services	92	10	51.2941414415836	0.986285283151753	50.5906568157384
815	Mauritius	Mauritius	Public administration and other services to the community as a whole, compulsory social security services 	356	0	50.558448985219	0.999175910704062	50.5167843085911
816	Turkmenistan	Turkmenistan	Construction	78	6	50.6554932594299	0.993895989104277	50.3462915766461
817	Barbados	Barbados	Food & Beverages	156	3	69.4103800058365	0.725093882912283	50.3290419528491
818	USA	Panama	Fishing	278	17	64.3573483228683	0.78131262939573	50.2832090390771
819	Kenya	Kenya	Dairy	139	23	50.2124223262072	1	50.2124223262072
820	Rwanda	Rwanda	Hotels and Restraurants	162	13	50.0283431112766	1	50.0283431112766
821	Cape Verde	Cape Verde	Food & Beverages	87	4	50.2474377602339	0.994003202855183	49.9461140689389
822	Pakistan	Pakistan	Hotels and Restraurants	268	19	50.0949907079339	0.994433787202875	49.8161513295835
823	Samoa	Samoa	Public Administration	310	1	50.3083604946733	0.989261385264411	49.7681183933418
824	Liberia	Liberia	Construction	202	33	56.4270428940654	0.880253430796707	49.670098097214
825	Iran	Iran	Non-residential buildings	177	0	49.6500507518649	1	49.6500507518649
826	Dominican Republic	Dominican Republic	Transport	120	11	53.0452985167503	0.932245550648712	49.4512435250732
827	Malaysia	Malaysia	Forestry & logging products	99	9	49.7020555660129	0.993802120026527	49.3940081911798
828	Slovenia	Slovenia	Products of forestry, logging and related services	92	4	50.5909288227558	0.976149271147277	49.3842982969969
829	Japan	Iran	Lodging services	430	5	124.34379337728	0.396193611705378	49.2642165912919
830	Colombia	Colombia	Land transport services	190	6	49.3177559152246	0.997832922473045	49.2108805147008
831	Georgia	Georgia	General construction work for highways, roads, airfields and sport facilities	82	26	48.9562727510929	1	48.9562727510929
832	Mongolia	Mongolia	Food & Beverages	125	19	60.394338876009	0.805313871269768	48.6363988430171
833	Georgia	Georgia	Retailtrade services, includingtrade services of motor vehicles and motorcycles	172	15	48.3769625425339	1	48.3769625425339
834	Brazil	Brazil	Abbattoirs	230	82	48.9114600643516	0.988607824172742	48.3542521113305
835	Latvia	Latvia	Food products and beverages	128	26	75.4118144661188	0.641039798068643	48.3419743173508
836	Mexico	Mexico	Real Estate Services	367	45	48.1423129737377	1	48.1423129737377
837	Mauritius	Mauritius	Other business activities 	346	0	48.1053097099066	1	48.1053097099066
838	Jordan	Jordan	Retail Trade	371	1	47.8433467894793	1	47.8433467894793
839	USA	USA	Owner-occupied dwellings	318	30	47.6654693335295	1	47.6654693335295
840	India	India	Other services	404	2	47.5358920767903	1	47.5358920767903
841	Australia	Australia	Hotels, clubs, restaurants and cafes	189	65	49.0765393227339	0.966993746649911	47.4567066323021
842	Andorra	Andorra	Education, Health and Other Services	61	7	47.4207025319338	1	47.4207025319338
843	Bahamas	Bahamas	Food & Beverages	191	22	88.4600392878056	0.533716870471128	47.2126153304406
844	India	India	Maize	404	2	47.3612876236439	0.996593231736983	47.199938692072
845	Albania	Albania	Hotels and Restraurants	203	38	47.1578527167439	1	47.1578527167439
846	Aruba	Aruba	Construction	59	11	47.1364128142595	1	47.1364128142595
847	Panama	Panama	Transport	183	6	62.3969631269574	0.752453853994143	46.9508353824096
848	South Africa	South Africa	Grain mill products	258	36	47.4753396511078	0.985912559071902	46.8065336082314
849	Thailand	Thailand	Coffee and Tea	574	1	60.5168085992336	0.773091352261844	46.7850213945527
850	Ecuador	Ecuador	Shrimp prepared	345	113	85.2171320319176	0.547867013122525	46.6876555931945
851	Afghanistan	Afghanistan	Construction	90	15	46.6610337495804	1	46.6610337495804
852	Pakistan	Pakistan	Transport	186	4	48.9080352783203	0.953421417163436	46.6299683057355
853	Iceland	Iceland	Education, Health and Other Services	146	4	46.5881157889962	1	46.5881157889962
854	Angola	Angola	Public Administration	232	12	46.5726042836905	1	46.5726042836905
855	Mexico	Mexico	Inland transport of passengers except by rail	81	13	46.4103324115276	1	46.4103324115276
856	Chile	Chile	Other miscellaneous services	135	29	47.6120364367962	0.973887643689354	46.3687739766831
857	Seychelles	Seychelles	Food & Beverages	670	71	155.698099523783	0.29777296343348	46.3626844961578
858	Mexico	Mexico	Livestock	103	51	46.3026171028614	1	46.3026171028614
859	Samoa	Samoa	Finacial Intermediation and Business Activities	311	1	46.2029047980905	1	46.2029047980905
860	Canada	Canada	Finance & insurance	232	21	45.7802673503757	0.998913280718967	45.7305170511551
861	Mauritania	Mauritania	Food & Beverages	213	7	148.666866868734	0.307233068430587	45.6753776820428
862	Egypt	Egypt	Retail Trade	415	3	45.5638735368848	1	45.5638735368848
863	Philippines	Philippines	Refined petroleum and its products	220	0	47.4395439177752	0.959849469307745	45.534821053678
864	Japan	Chile	Seafood	186	38	124.643857270479	0.364878836406822	45.4799056061104
865	Taiwan	Taiwan	Public Works	26	22	45.3763213828206	1	45.3763213828206
866	Costa Rica	Costa Rica	Transport	158	7	56.9659150987864	0.794864356173435	45.2801754288274
867	Slovenia	Slovenia	Fish and other fishing products, services incidental of fishing	174	60	51.9857911467552	0.869668934314049	45.2104275860713
868	Hong Kong	Taiwan	Fishery Products	694	48	612.586680077016	0.0733542356786869	44.9358277039938
